name,main_category,sub_category,image,ratings,no_of_ratings,actual_price
Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine (10 Kg - with Back Light),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ocesEh0cL._AC_UL320_.jpg,3.8,365,₹899
beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Is7sICRJL._AC_UL320_.jpg,3.7,"3,290","₹1,999"
"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61qgKaW71mL._AC_UL320_.jpg,4.2,"24,380","₹1,400"
Bajaj Frore 1200 mm Ceiling Fan (Brown),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41XJ2wk4M1L._AC_UL320_.jpg,4.1,"9,971","₹2,660"
Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag (Assorted),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31hmQqq7KsL._AC_UL320_.jpg,3.7,"4,210",₹99
"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71zlLSHbJ-L._AC_UL320_.jpg,3.9,"64,888","₹1,445"
"NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jar, Silver)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/7152-mn8mKL._AC_UL320_.jpg,4.1,"6,023","₹6,000"
Philips GC1905 1440-Watt Steam Iron with Spray (Blue),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71SxUzhnLvL._AC_UL320_.jpg,4.3,"38,928","₹2,295"
"Lifelong LLMG23 Power Pro 500-Watt Mixer Grinder with 3 Jars (Liquidizing, Wet Grinding and Chutney Jar), Stainless Steel ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61zhqJg1bTL._AC_UL320_.jpg,3.8,"45,688","₹3,500"
"Bajaj PX 97 Torque New 36L Personal Air Cooler for home with DuraMarine Pump (2-Yr Warranty), Turbo Fan Technology, Powerf...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71mdr95IHcL._AC_UL320_.jpg,3.7,"19,602","₹9,050"
"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Ck4wmBbSL._AC_UL320_.jpg,4.2,"42,284","₹3,210"
USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71q7meZ82qL._AC_UL320_.jpg,3.9,"17,030",₹990
Philips Viva Collection HD4928/01 2100-Watt Induction Cooktop with Feather Touch Sensor and Crystal Glass Plate (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61x0Qnm08HS._AC_UL320_.jpg,4.2,"40,782","₹5,995"
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Black & Grey",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71LX24shyGL._AC_UL320_.jpg,3.9,"5,754","₹1,099"
Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71cFxsy+BCL._AC_UL320_.jpg,4.2,"36,295","₹1,299"
Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61DAkNxj9uL._AC_UL320_.jpg,3.8,"55,819","₹3,193"
"Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61mfMId4dkL._AC_UL320_.jpg,3.9,692,"₹7,995"
"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/810Yr09Ji9L._AC_UL320_.jpg,4.2,"25,165",₹785
"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/816lZp-8R2L._AC_UL320_.jpg,4.1,"4,648","₹1,620"
"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coff...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Y21By5TzL._AC_UL320_.jpg,3.9,"15,338","₹1,458"
"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71WKo+bybtL._AC_UL320_.jpg,4.0,"15,266","₹2,099"
Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81od9GbumhL._AC_UL320_.jpg,4.1,"32,240","₹3,645"
atomberg Renesa 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spe...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61mhVkkWM-L._AC_UL320_.jpg,4.3,"29,831","₹5,190"
"Pigeon By Stovekraft 14429 Acer Plus 1800 Watt Induction Cooktop with Feather Touch Control, Induction Stove comes with 8 ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51A-E96wy-L._AC_UL320_.jpg,3.8,"10,587","₹3,595"
PRO365 Indo Portable Mocktails/Coffee Foamer/Cappuccino/Lemonade/Milk Frother (6 Months Warranty),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PPPT-xfjL._AC_UL320_.jpg,3.2,"9,271",₹499
"Lloyd 1.5 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White, Gls18I3...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31UISB90sYL._AC_UL320_.jpg,4.2,"2,255","₹58,990"
"Farberware Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Plasti...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Sb8eK9bGL._AC_UL320_.jpg,2.6,164,"₹1,199"
"V-Guard VG 400 for 1.5 Ton A.C (170V to 270V) Original 3 Year onsite wrranty,White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31xRPjdBD3L._AC_UL320_.jpg,4.1,"4,125","₹2,750"
"SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31zTQCdL35S._AC_UL320_.jpg,4.3,"3,840",₹999
"Tosaa 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large,Medium,Small Plastic Snack Seal Sealing Bag...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41IrWG1SPFL._AC_UL320_.jpg,3.9,82,₹99
Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Wq0mQNTLL._AC_UL320_.jpg,4.4,"11,960","₹10,590"
"Bajaj PMH 25 DLX 24L Personal Air Cooler for home with DuraMarine Pump (2-Yr Warranty), Turbo Fan Technology, Powerful Air...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61o4Iv+vdBL._AC_UL320_.jpg,3.6,"2,943","₹7,360"
"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51qNhKjuFPL._AC_UL320_.jpg,4.3,"15,997","₹1,545"
Kuber Industries Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capici...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/816iczzNG5L._AC_UL320_.jpg,4.0,"3,740",₹199
"Smart Shelter Heavy Duty Metal Adjustable Washing Machine Stand/Trolley with Wheels, Front & Top Load, Fridge, Dishwasher ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51IkQI2r9KL._AC_UL320_.jpg,4.2,"9,647","₹2,999"
Orpat HHB-100E WOB 250-Watt Hand Blender (White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21OWOIM1wML._AC_UL320_.jpg,4.2,"18,866",₹899
Orient Electric Fabrijoy 1000-Watt Dry Iron with American Heritage Non-Stick Sole Plate | Safety-Packed Electric Iron Pres...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61gd5ZJZaVL._AC_UL320_.jpg,4.2,"14,006","₹1,090"
Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71hrYgAgdGL._AC_UL320_.jpg,3.8,"16,348","₹1,545"
Aptechdeals TDS Meter/Digital Tds Meter with Temperature And Water Quality Measurement For Ro Purifier (TDS),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/412heudHruL._AC_UL320_.jpg,4.1,"6,433",₹305
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable j...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61BGNSBBwYL._AC_UL320_.jpg,3.9,"26,915","₹5,000"
"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cookin...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51OYFH+NrFS._AC_UL320_.jpg,4.3,"15,608","₹1,899"
USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61S+GSuRHkL._AC_UL320_.jpg,4.1,"37,716","₹1,290"
Prestige IRIS Plus 750 watt mixer grinder,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51HfqyUaHyL._AC_UL320_.jpg,3.8,"14,663","₹6,295"
"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51VvdjBgB5L._AC_UL320_.jpg,3.6,"1,669","₹1,545"
"Samsung 7 kg Fully-Automatic Top Loading Washing Machine (WA70A4002GS/TL, Imperial Silver, Diamond drum)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/510mV2GAtkL._AC_UL320_.jpg,4.4,"24,086","₹21,000"
HUL Pureit Germkill kit for Classic 14 L water purifier - 1250 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61MZ5sEJ+HL._AC_UL320_.jpg,4.2,"15,454",₹580
"StyleHouse Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71SaXp5qZvL._AC_UL320_.jpg,4.1,"4,986",₹999
"Prestige 1.5 Litre Kettle 1500-watts, Red",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/511wIb+y8BL._AC_UL320_.jpg,3.9,"33,077","₹1,245"
CROMPTON SUREBREEZE SEA Sapphira 1200 mm (48 inch) Ceiling Fan (Lustre Brown) 1 Star,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41APqPHuqtL._AC_UL320_.jpg,3.9,"2,507","₹2,599"
"Butterfly Jet Elite Mixer Grinder, 750W, 4 Jars (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81aALsqzUlL._AC_UL320_.jpg,3.9,"26,081","₹5,795"
"E-Cosmos Refrigerator Stand, Washing Machine Stand, Furniture Base Stand, Fridge Stands for Single Door and Double Door (P...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61REJkkYbwL._AC_UL320_.jpg,4.1,"8,939",₹149
"Prestige Sandwich Maker PGMFD 01, Black",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51P5A28trLL._AC_UL320_.jpg,4.2,"41,493","₹1,299"
"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71dP2SV0GLL._AC_UL320_.jpg,4.2,"20,011",₹139
"Venus Electronic Digital Kitchen Weighing Scale, Food Weight Machine for Home, Baking, Health 10 kg Battries Included",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71TCEJIMwUL._AC_UL320_.jpg,3.8,667,"₹1,599"
"Philips HR3705/10 300 Watt Lightweight Hand Mixer, Blender with 5 speed control settings, stainless steel accessories and ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41tDUmnDITL._AC_UL320_.jpg,4.5,"19,482","₹2,595"
Finalize Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking Cartr...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41DyZIeEX7L._AC_UL320_.jpg,4.1,77,₹999
"Bajaj PYGMY MINI 110 MM PERSONAL FAN - WHITE SMOKE, small",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Dm+JU52xL._AC_UL320_.jpg,4.2,"2,208","₹1,785"
"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapi...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51PwsOOMErL._AC_UL320_.jpg,4.5,"3,239","₹12,595"
KENT 16020 Instant Egg Boiler | 3 Boiling Modes | Upto 7 Egg at a Time | Automatic Operation | Easy and Quick Operation | ...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71YhvOR+1cL._AC_UL320_.jpg,4.3,"25,723","₹1,800"
Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51M2WpKwb-L._AC_UL320_.jpg,4.4,"8,306","₹2,490"
Philips Classic GC097/50 750-Watt Dry Iron (Peach),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61HbXGEnwSL._AC_UL320_.jpg,4.2,"12,028",₹895
"Sure From Aquaguard Delight NXT RO+UV+Taste Adjuster(MTDS) 7L storage Water Purifier,7 stages purification,suitable for bo...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41s8QuuF6GL._AC_UL320_.jpg,4.0,"27,366","₹14,000"
"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Y7QqqpsPL._AC_UL320_.jpg,4.2,"47,548",₹965
"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hangin...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51CF0NoyUUL._AC_UL320_.jpg,4.3,"10,216","₹1,099"
"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71QNtftyeuL._AC_UL320_.jpg,4.1,"26,988","₹5,295"
"E-COSMOS Smart Handy Multi-Purpose Fruit & Vegetable Cutter Chopper (950ML,Green, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51WXRV6NC1L._AC_UL320_.jpg,3.9,80,₹199
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61hXdmV4kAL._AC_UL320_.jpg,4.1,"1,377","₹2,499"
USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61mde481sCS._AC_UL320_.jpg,4.0,"5,457","₹3,390"
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71qWUqBp+9L._AC_UL320_.jpg,4.1,"5,686",₹625
Bajaj New Shakti Neo 15L Vertical Storage Water Heater (Geyser 15 litres) 4 Star BEE Rated Heater For Water Heating with T...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51-cyGLC3kL._AC_UL320_.jpg,4.1,"12,849","₹13,150"
"AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)",appliances,All Appliances,https://m.media-amazon.com/images/I/71QfUcEOg8L._AC_UL320_.jpg,4.1,"6,113","₹3,300"
Farberware Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Personal Blender Smoothie Maker USB...,appliances,All Appliances,https://m.media-amazon.com/images/I/716mmFt0PGL._AC_UL320_.jpg,2.9,"6,071","₹1,199"
"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, u...",appliances,All Appliances,https://m.media-amazon.com/images/I/71W2XPQdBqL._AC_UL320_.jpg,4.0,"1,553","₹4,095"
"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/81yobRRV8nL._AC_UL320_.jpg,4.1,"9,592","₹6,000"
"Bajaj ATX 4 750-Watt Pop-up Toaster, 2-Slice Automatic Pop up Toaster with Dust Cover & Slide Out Crumb Tray, 6-Level Brow...",appliances,All Appliances,https://m.media-amazon.com/images/I/51D5T7TGVbL._AC_UL320_.jpg,4.3,"9,520","₹2,250"
HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/I/61QNGI22XDL._AC_UL320_.jpg,4.2,"13,467","₹1,130"
KENT 16069 Super Egg Boiler 400 Watts | Boils Upto 6 Eggs at a Time | 3 Boiling Modes | Stainless Steel Body and Heating P...,appliances,All Appliances,https://m.media-amazon.com/images/I/71+2IuZ78XL._AC_UL320_.jpg,4.3,"12,213","₹1,800"
HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/I/61h7YWM2+oL._AC_UL320_.jpg,4.1,"11,108",₹600
"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/51bfOnh2M4L._AC_UL320_.jpg,4.1,"36,955",₹665
"APTODEN Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Frother for Coffee, Egg Beater, Hand Blender,...",appliances,All Appliances,https://m.media-amazon.com/images/I/61+74y2T37L._AC_UL320_.jpg,4.3,821,₹799
KENT 16052 Elegant Electric Glass Kettle 1.8L 2000 W | Blue LED Illumination | Borosilicate Glass Body | Boil Drying Prote...,appliances,All Appliances,https://m.media-amazon.com/images/I/71mNVZxebrL._AC_UL320_.jpg,4.0,"14,773","₹1,850"
"The Earth Store Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Match...",appliances,All Appliances,https://m.media-amazon.com/images/I/51+vA2qAe9L._AC_UL320_.jpg,4.1,"1,944",₹499
"LG 1.5 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,4.2,"2,948","₹75,990"
ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,appliances,All Appliances,https://m.media-amazon.com/images/I/31hXo964hqL._AC_UL320_.jpg,3.9,"6,995","₹1,990"
"Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof PVC Material|Size-48 cm x 33 cm ,Pack of...",appliances,All Appliances,https://m.media-amazon.com/images/I/71A77D0r+oL._AC_UL320_.jpg,4.2,"8,159",₹538
"Samsung 253 L 3 Star with Inverter Double Door Refrigerator (RT28A3453S8/HL, Elegant Inox)- 2022 Model",appliances,All Appliances,https://m.media-amazon.com/images/I/61kNDBKxSuL._AC_UL320_.jpg,4.4,"5,784","₹31,990"
Candes Star 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Coffee Br...,appliances,All Appliances,https://m.media-amazon.com/images/I/51s36oqI6KL._AC_UL320_.jpg,3.8,"1,161","₹2,299"
"Prestige Hard Anodised Aluminium Plus Cookware Induction Base Roti Tawa, 22.5cm, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/41yIomgcfML._AC_UL320_.jpg,3.9,"9,555",₹780
"LG 1 Ton 4 Star Ai Dual Inverter Split Ac (Copper, Super Convertible 6-In-1 Cooling, Hd Filter With Anti Virus Protection,...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,4.2,"1,206","₹61,990"
"Samsung 183 L 2 Star Inverter Direct-Cool Single Door Refrigerator (RR20C2412GS/NL, Gray Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/61peedjlRJL._AC_UL320_.jpg,4.3,"5,862","₹17,999"
